videoid,contentUrl,duration,caption
34482013,https://ak.picdn.net/shutterstock/videos/34482013/preview/stock-footage-side-pan-of-the-rocky-mountains-at-dusk.mp4,PT00H00M11S,Side pan of the rocky mountains at dusk
29680303,https://ak.picdn.net/shutterstock/videos/29680303/preview/stock-footage-rice-terrace-field-ubud-bali-indonesia.mp4,PT00H00M08S,"Rice terrace field, ubud, bali, indonesia."
1027734908,https://ak.picdn.net/shutterstock/videos/1027734908/preview/stock-footage-aerial-drone-video-of-a-forest-surrounding-farm-during-fall-fall-colors-and-trees-swaying-in-the.mp4,PT00H00M34S,Aerial drone video of a forest surrounding farm during fall. fall colors and trees swaying in the wind.
1048045609,https://ak.picdn.net/shutterstock/videos/1048045609/preview/stock-footage-close-up-footage-a-process-of-grinding-grain-on-an-old-millstone-of-medieval-hand-driven-millstone.mp4,PT00H00M10S,Close-up footage a process of grinding grain on an old millstone of medieval hand-driven millstone grinding wheat. the ancient quern stone hand mill with grain. a miller grinds the grain into flour
1021208680,https://ak.picdn.net/shutterstock/videos/1021208680/preview/stock-footage-circa-s-natural-gas-is-used-as-power-in-california-pipelines-are-laid-down-gas-fuels.mp4,PT00H01M04S,Circa 1950s - natural gas is used as power in california; pipelines are laid down; gas fuels furnaces in the 1950s - .
1038686987,https://ak.picdn.net/shutterstock/videos/1038686987/preview/stock-footage-astronaut-walking-on-an-mars-planet.mp4,PT00H00M10S,Astronaut walking on an mars planet
29269396,https://ak.picdn.net/shutterstock/videos/29269396/preview/stock-footage-train-departs-from-station-little-curious-boy-looking-out-of-window-in-train-drops-of-rain-on.mp4,PT00H00M15S,"Train departs from station. little curious boy looking out of window in train. drops of rain on glass. it's raining outside, people reflecting in glass."
22430842,https://ak.picdn.net/shutterstock/videos/22430842/preview/stock-footage-frosty-spruce-trees-in-snow-isolated-on-white.mp4,PT00H00M20S,Frosty spruce trees in snow isolated on white
1058564860,https://ak.picdn.net/shutterstock/videos/1058564860/preview/stock-footage-zooming-out-aerial-shot-of-drought-deep-cracked-earth-surface-lit-by-the-sun-environmental.mp4,PT00H00M09S,"Zooming out aerial shot of drought deep cracked earth surface lit by the sun, environmental disaster, shot directly from above"
1019176354,https://ak.picdn.net/shutterstock/videos/1019176354/preview/stock-footage-smart-factory-solar-panel-wind-generator-hydroelectricity-connect-internet-of-things-green.mp4,PT00H00M10S,"Smart factory, solar panel, wind generator, hydroelectricity connect 'internet of things'  green energy technology, 4k animation."
1013766260,https://ak.picdn.net/shutterstock/videos/1013766260/preview/stock-footage-group-of-hardware-closeup-concept-of-work-in-the-light.mp4,PT00H00M12S,Group of hardware closeup concept of work in the light
1036128737,https://ak.picdn.net/shutterstock/videos/1036128737/preview/stock-footage-fireworks-display-is-a-typical-summer-scene-in-japan.mp4,PT00H00M57S,Fireworks display is a typical summer scene in japan.
13087850,https://ak.picdn.net/shutterstock/videos/13087850/preview/stock-footage-khao-lak-thailand-november-cinematic-aerial-shot-of-a-couple-playing-bat-and-ball-on-a.mp4,PT00H00M18S,"Khao lak, thailand, november 2015: cinematic aerial shot of a couple playing bat and ball on a beach in thailand"
1013905295,https://ak.picdn.net/shutterstock/videos/1013905295/preview/stock-footage-mozelj-slovenija-motocross-riders-driving-on-motocross-trail.mp4,PT00H00M13S,Mozelj/ slovenija: 20-06-2018: motocross riders driving on motocross trail.
26026529,https://ak.picdn.net/shutterstock/videos/26026529/preview/stock-footage-aluminium-can-d-render-of-metal-canned-food-hd-animation-seamless-looped-motion-background.mp4,PT00H00M20S,Aluminium can. 3d render of metal canned food. hd animation. seamless looped motion background.
13339322,https://ak.picdn.net/shutterstock/videos/13339322/preview/stock-footage-circa-s-a-forensics-crime-lab-studies-a-slow-motion-blood-splatter-caused-by-a-hit-by-a.mp4,PT00H00M33S,Circa 2010s - a forensics crime lab studies a slow motion blood splatter caused by a hit by a baseball bat.
20246539,https://ak.picdn.net/shutterstock/videos/20246539/preview/stock-footage-aerial-view-over-port-vell-barcelona-from-the-top-of-the-column-barcelona-spain-october.mp4,PT00H00M12S,"Aerial view over port vell barcelona from the top of the column - barcelona / spain - october 3, 2016"
1015408639,https://ak.picdn.net/shutterstock/videos/1015408639/preview/stock-footage-slow-motion-of-mother-feeds-daughter-vegetables-in-flare-sunset.mp4,PT00H00M13S,Slow motion of mother feeds daughter vegetables in flare sunset
2048828,https://ak.picdn.net/shutterstock/videos/2048828/preview/stock-footage-refinery-slightly-rendered-out-of-focus.mp4,PT00H00M13S,Refinery (slightly rendered out of focus)
35036167,https://ak.picdn.net/shutterstock/videos/35036167/preview/stock-footage-tokyo-japan-june-video-shot-of-train-moving-in-central-tokyo-with-tall-buildings-in-view.mp4,PT00H00M20S,"Tokyo, japan – june 2016 : video shot of train moving in central tokyo with tall buildings in view"
2424545,https://ak.picdn.net/shutterstock/videos/2424545/preview/stock-footage-a-view-of-a-waterfall-in-jeju-island.mp4,PT00H00M19S,A view of a waterfall in jeju island
1026725324,https://ak.picdn.net/shutterstock/videos/1026725324/preview/stock-footage-waterfall-at-the-river-enns.mp4,PT00H00M17S,Waterfall at the river enns
10830587,https://ak.picdn.net/shutterstock/videos/10830587/preview/stock-footage-chattanooga-usa-military-war-hero-reunites-with-his-sweetheart-after-his-tour-of-duty.mp4,PT00H00M08S,"Chattanooga, usa - 1955: military war hero reunites with his sweetheart after his tour of duty."
8309845,https://ak.picdn.net/shutterstock/videos/8309845/preview/stock-footage-mexico-city-circa-food-stand-in-the-street-in-in-mexico-city.mp4,PT00H00M08S,Mexico city - circa 1973: food stand in the street in 1973 in mexico city
1047982123,https://ak.picdn.net/shutterstock/videos/1047982123/preview/stock-footage-slow-motion-mindfulness-exercise-in-the-desert-with-focus-on-breathing-and-stability-young-woman.mp4,PT00H00M12S,Slow motion mindfulness exercise in the desert with focus on breathing and stability. young woman practicing yoga with arm movement. tree pose at sunset in desert.
30932815,https://ak.picdn.net/shutterstock/videos/30932815/preview/stock-footage-young-caucasian-chef-showing-ok-sign-while-wearing-uniform-and-standing-in-the-studio-in-front-of.mp4,PT00H00M06S,Young caucasian chef showing ok sign while wearing uniform and standing in the studio in front of green screen background
1845259,https://ak.picdn.net/shutterstock/videos/1845259/preview/stock-footage-a-ninja-front-flips-over-a-wall-and-backflips-across-a-city-rooftop.mp4,PT00H00M11S,A ninja front flips over a wall and backflips across a city rooftop
1031551415,https://ak.picdn.net/shutterstock/videos/1031551415/preview/stock-footage-pingyao-ancient-city-unesco-heritage-site-china-may-chinese-decoration-architecture.mp4,PT00H00M09S,"Pingyao ancient city, unesco heritage site, china - may 23, 2018: chinese decoration, architecture and ornaments, sunset photography"
23950981,https://ak.picdn.net/shutterstock/videos/23950981/preview/stock-footage-woman-cut-off-the-edges-of-dough.mp4,PT00H00M11S,Woman cut off the edges of dough
31200691,https://ak.picdn.net/shutterstock/videos/31200691/preview/stock-footage-aerial-image-of-train.mp4,PT00H00M13S,Aerial image of train
1024839509,https://ak.picdn.net/shutterstock/videos/1024839509/preview/stock-footage-canadian-flag-in-slow-motion-the-flag-develops-smoothly-in-the-wind-wind-waves-spread-over-the.mp4,PT00H00M56S,Canadian flag in slow motion. the flag develops smoothly in the wind. wind waves spread over the flag. this version of the flag in smooth motion is suitable for almost any video
1048902214,https://ak.picdn.net/shutterstock/videos/1048902214/preview/stock-footage-car-on-a-autumn-forest-road-aerial-tilt-drone-shot-of-a-red-vehicle-on-a-asphalt-road-foliage.mp4,PT00H00M13S,"Car on a autumn forest road, aerial, tilt, drone shot, of a red vehicle on a asphalt road, foliage trees, on a sunny, fall evening, in varsinais-suomi, finland"
1027910549,https://ak.picdn.net/shutterstock/videos/1027910549/preview/stock-footage-girl-photographer-on-the-background-of-the-sun-animation.mp4,PT00H00M05S,Girl photographer on the background of the sun animation
1057406263,https://ak.picdn.net/shutterstock/videos/1057406263/preview/stock-footage-bees-crawling-at-the-entrance-to-the-hive-bee-family-bees-flying-around-the-beehives-in-the.mp4,PT00H00M17S,"Bees crawling at the entrance to the hive, bee family. bees flying around the beehives in the apiary."
11142482,https://ak.picdn.net/shutterstock/videos/11142482/preview/stock-footage-fresh-roast-beef-fillet-mignon-on-old-retro-style-cast-iron-pan-on-retro-wooden-table-as-background.mp4,PT00H00M20S,Fresh roast beef fillet mignon on old retro style cast iron pan on retro wooden table as background with rosemary peppercorn and tomatoes 1920x1080 intro motion slow hidef hd
19750504,https://ak.picdn.net/shutterstock/videos/19750504/preview/stock-footage-showman-in-a-blue-suit-straightens-his-suit-and-tie-before-you-go-into-the-room.mp4,PT00H00M10S,Showman in a blue suit straightens his suit and tie before you go into the room
1031607416,https://ak.picdn.net/shutterstock/videos/1031607416/preview/stock-footage-a-piece-of-beam-floating-in-calm-water-at-shore-with-builing-site-on-a-background.mp4,PT00H00M31S,A piece of beam floating in calm water at shore with builing site on a background
31730842,https://ak.picdn.net/shutterstock/videos/31730842/preview/stock-footage-krasnodar-russia-jun-cityscape-with-construction-site-of-galitskiy-park-near-road-with.mp4,PT00H00M14S,"Krasnodar, russia - jun 21, 2017: cityscape with construction site of galitskiy park near road with traffic at summer day. aerial view"
6149330,https://ak.picdn.net/shutterstock/videos/6149330/preview/stock-footage-young-man-with-tablet-computer-drinking-coffee-in-cafe.mp4,PT00H00M22S,Young man with tablet computer drinking coffee in cafe
30187849,https://ak.picdn.net/shutterstock/videos/30187849/preview/stock-footage-moscow-jan-basketball-team-warmup-in-megasport-sports-palace-with-empty-tribunes-slow.mp4,PT00H00M18S,"Moscow - jan 27, 2017: basketball team warmup in megasport sports palace with empty tribunes. slow motion"
1024884527,https://ak.picdn.net/shutterstock/videos/1024884527/preview/stock-footage-a-ruined-land.mp4,PT00H00M06S,A ruined land
1034180354,https://ak.picdn.net/shutterstock/videos/1034180354/preview/stock-footage-a-shot-of-a-young-man-moving-on-an-escalator-goes-up-the-escalator.mp4,PT00H00M18S,A shot of a young man moving on an escalator goes up the escalator.
1019128234,https://ak.picdn.net/shutterstock/videos/1019128234/preview/stock-footage-sheikh-zayed-road-sunset.mp4,PT00H00M09S,"Sheikh zayed road, sunset"
6698615,https://ak.picdn.net/shutterstock/videos/6698615/preview/stock-footage-flight-over-clouds-loop-able-animation-seamless-loop-hd-high-definition-p.mp4,PT00H00M10S,"Flight over clouds, loop-able animation (seamless loop, hd, high definition 1080p)"
1039387817,https://ak.picdn.net/shutterstock/videos/1039387817/preview/stock-footage-boiled-carrot-salad-with-parsley.mp4,PT00H00M10S,Boiled carrot salad with parsley.
22356913,https://ak.picdn.net/shutterstock/videos/22356913/preview/stock-footage-kyiv-ukraine-november-male-worker-operates-a-machine-at-the-factory.mp4,PT00H00M25S,"Kyiv, ukraine- november 20, 2016. male worker operates a machine at the factory"
1030702778,https://ak.picdn.net/shutterstock/videos/1030702778/preview/stock-footage-sunset-landscape-timelapse-novosibirsk-region-siberia-russia.mp4,PT00H00M18S,"Sunset landscape timelapse, novosibirsk region, siberia, russia"
1021798312,https://ak.picdn.net/shutterstock/videos/1021798312/preview/stock-footage-middle-aged-blond-woman-drying-her-hair-with-a-hairdryer-in-bathroom.mp4,PT00H00M21S,Middle aged blond woman drying her hair with a hairdryer in bathroom
9005344,https://ak.picdn.net/shutterstock/videos/9005344/preview/stock-footage-aerial-view-of-uk-countryside-and-farmland-in-summer-high-above-green-fields-crops-and-hedgerows.mp4,PT00H00M18S,"Aerial view of uk countryside and farmland in summer. high above green fields, crops and hedgerows on agricultural land."
31040395,https://ak.picdn.net/shutterstock/videos/31040395/preview/stock-footage-turquoise-waves-rolled-on-the-rocks-beach-of-koh-miang-island-similan-islands-slow-motion.mp4,PT00H00M27S,"Turquoise waves rolled on the rocks, beach of koh miang island, similan islands, slow motion"
24421982,https://ak.picdn.net/shutterstock/videos/24421982/preview/stock-footage-toronto-ontario-canada-february-pov-driving-plate-looking-up-at-office-towers-in-financial.mp4,PT00H00M29S,"Toronto, ontario, canada february 2017 pov driving plate looking up at office towers in financial district downtown"
16522138,https://ak.picdn.net/shutterstock/videos/16522138/preview/stock-footage-ungraded-diy-furniture-assembly-craftsman-drives-the-screw-into-the-untreated-unpainted-wooden.mp4,PT00H00M19S,"Ungraded: diy furniture assembly. craftsman drives the screw into the untreated unpainted wooden board with a manual screwdriver. macro close-up. source: lumix dmc, ungraded. (av25863u)"
1036347950,https://ak.picdn.net/shutterstock/videos/1036347950/preview/stock-footage-pancake-butter-fat-sweet-dessert.mp4,PT00H00M12S,Pancake butter fat sweet dessert
1016601517,https://ak.picdn.net/shutterstock/videos/1016601517/preview/stock-footage-ants-walk-on-beautiful-flowers.mp4,PT00H00M10S,Ants walk on beautiful flowers
14394850,https://ak.picdn.net/shutterstock/videos/14394850/preview/stock-footage-the-strawberries-spinning.mp4,PT00H00M35S,The strawberries spinning
1034615321,https://ak.picdn.net/shutterstock/videos/1034615321/preview/stock-footage-white-smoke-cloud-isolated-on-black-background.mp4,PT00H00M12S,White smoke cloud isolated on black background
1016732020,https://ak.picdn.net/shutterstock/videos/1016732020/preview/stock-footage-time-lapse-of-beautiful-white-clouds-to-dark-clouds-moving-in-sky.mp4,PT00H00M15S,Time-lapse of beautiful white clouds to dark clouds moving in sky.
23784046,https://ak.picdn.net/shutterstock/videos/23784046/preview/stock-footage-the-boat-on-the-background-of-the-picturesque-seascape-wide-angle.mp4,PT00H00M30S,The boat on the background of the picturesque seascape. wide angle
19241164,https://ak.picdn.net/shutterstock/videos/19241164/preview/stock-footage-aerial-perspective-of-a-waterfall-among-rocks-and-bluffs-splashing-into-a-creek-looking-down-on.mp4,PT00H00M08S,"Aerial perspective of a waterfall among rocks and bluffs, splashing into a creek. looking down on water and tree branches, with a camera move over the cliff."
6595001,https://ak.picdn.net/shutterstock/videos/6595001/preview/stock-footage-video-footage-of-old-colonial-buildings-on-the-main-square-of-trujillo-peru-april.mp4,PT00H00M09S,"Video footage of old colonial buildings on the main square of trujillo, peru. april 2014"
29069773,https://ak.picdn.net/shutterstock/videos/29069773/preview/stock-footage-mushroom-in-the-forest.mp4,PT00H00M35S,Mushroom in the forest
1040858936,https://ak.picdn.net/shutterstock/videos/1040858936/preview/stock-footage-guangzhou-china-march-a-man-in-a-jacket-and-hat-plays-a-saxophone-in-the-evening-on.mp4,PT00H00M15S,"Guangzhou, china - march 15, 2016: a man in a jacket and hat plays a saxophone in the evening on the river embankment in the city"
1059607796,https://ak.picdn.net/shutterstock/videos/1059607796/preview/stock-footage-val-masino-province-of-sondrio-italy-september-beautiful-horses-graze-in-the-meadow-mom-is.mp4,PT00H00M06S,"Val masino, province of sondrio italy, september 2020: beautiful horses graze in the meadow. mom is a horse with children. fresh air. black mane. alpine slopes covered with conifers. ecology"
1044710635,https://ak.picdn.net/shutterstock/videos/1044710635/preview/stock-footage-a-master-in-a-workshop-repairing-a-camera-flash-soldering-and-examining-electronic-components.mp4,PT00H00M17S,"A master in a workshop repairing a camera flash, soldering and examining electronic components."
17209774,https://ak.picdn.net/shutterstock/videos/17209774/preview/stock-footage-magical-drone-footage-of-healthy-woman-traveler-walking-away-from-camp-going-on-epic-camping.mp4,PT00H00M23S,Magical drone footage of healthy woman traveler walking away from camp going on epic camping adventure in african mountains.
9256628,https://ak.picdn.net/shutterstock/videos/9256628/preview/stock-footage-different-colorful-and-varicolored-yarn-balls-with-silver-spokes-on-orange-scarf-on-black.mp4,PT00H00M24S,"Different, colorful and varicolored yarn balls with silver spokes on orange scarf on black background"
29957920,https://ak.picdn.net/shutterstock/videos/29957920/preview/stock-footage-michigan-mi-road-map-word-travel-tourism-destination-d-animation.mp4,PT00H00M08S,Michigan mi road map word travel tourism destination 3d animation
7711219,https://ak.picdn.net/shutterstock/videos/7711219/preview/stock-footage-moscow-russia-mar-jump-and-somersault-on-springboard-on-sport-motorcycle-on-extreme.mp4,PT00H00M05S,"Moscow, russia - mar 02, 2013: jump and somersault on springboard on sport motorcycle on extreme sports festival breakthrough 2013 in olympic sports complex"
3524387,https://ak.picdn.net/shutterstock/videos/3524387/preview/stock-footage-ski-lift-arrival.mp4,PT00H00M13S,Ski lift arrival
1033745003,https://ak.picdn.net/shutterstock/videos/1033745003/preview/stock-footage-aerial-descending-view-of-fantastic-waterfall-sekumpul-m-in-green-rainforest-amazing-view-of.mp4,PT00H00M05S,"Aerial descending view of fantastic waterfall sekumpul (95m) in green rainforest. amazing view of wild nature and mountain jungle. bali, indonesia"
17891965,https://ak.picdn.net/shutterstock/videos/17891965/preview/stock-footage-telescope-in-panoramic-observation-deck-in-paris-k-the-montparnasse-tower-panoramic-observation.mp4,PT00H00M08S,"Telescope in panoramic observation deck in paris, 4k. the montparnasse tower panoramic observation deck has the most beautiful view of paris - 4k"
1017799882,https://ak.picdn.net/shutterstock/videos/1017799882/preview/stock-footage-hurricane-michael-from-international-space-station-elements-of-this-video-furnished-by-nasa.mp4,PT00H01M00S,Hurricane michael from international space station. elements of this video furnished by nasa.
15005677,https://ak.picdn.net/shutterstock/videos/15005677/preview/stock-footage--k-abstract-multicolored-particle-motion-background-seamless-looping-fractal.mp4,PT00H00M12S,4k  abstract multicolored particle motion background seamless looping fractal
1066968916,https://ak.picdn.net/shutterstock/videos/1066968916/preview/stock-footage-fjadrargljufur-canyon-bizarre-steep-cliff-rock-formations-and-winding-river-in-the-valley-iceland.mp4,PT00H00M15S,"Fjadrargljufur canyon. bizarre steep cliff rock formations and winding river in the valley. iceland, europe"
1060377596,https://ak.picdn.net/shutterstock/videos/1060377596/preview/stock-footage-top-down-view-of-the-plate-with-flag-of-saudi-arabia-national-cuisine-conceptual-animation.mp4,PT00H00M05S,"Top-down view of the plate with flag of saudi arabia, national cuisine conceptual animation"
